AC,0,500
ED,1,500
SF,2,500
DP,3,500
XT,4,500
MT,5,500
CX,6,500
LM,7,500
NK,8,500
KJ,9,500
HF,10,500
BL,11,500
E,12,500
DR,13,500
SQ,14,500
T,15,500
BP,16,500
BG,17,500
QY,18,500
OI,19,500
IV,20,500
CE,21,500
SE,22,500
WK,23,500
GH,24,500
HI,25,500
YZ,26,500
WY,27,500
WT,28,500
UB,29,500
IG,30,500
WQ,31,500
TV,32,500
HD,33,500
GT,34,500
XL,35,500
XC,36,500
WW,37,500
KL,38,500
AV,39,500
NZ,40,500
L,41,500
LX,42,500
AE,43,500
WL,44,500
BA,45,500
BB,46,500
YX,47,500
VQ,48,500
NS,49,500
FY,50,500
EU,51,500
PY,52,500
UI,53,500
JX,54,500
AT,55,500
MI,56,500
BG,57,500
OS,58,500
VK,59,500
RF,60,500
LB,61,500
ND,62,500
FD,63,500
JF,64,500
LC,65,500
MR,66,500
UB,67,500
TV,68,500
GC,69,500
TS,70,500
XN,71,500
LY,72,500
VA,73,500
PW,74,500
JV,75,500
YV,76,500
TB,77,500
KD,78,500
OM,79,500
AF,80,500
EC,81,500
GK,82,500
JY,83,500
TH,84,500
IE,85,500
RX,86,500
WL,87,500
KL,88,500
KW,89,500
MT,90,500
SC,91,500
EH,92,500
KK,93,500
M,94,500
QI,95,500
NI,96,500
FZ,97,500
PH,98,500
SY,99,500
QE,100,500
FA,101,500
US,102,500
SH,103,500
PC,104,500
LR,105,500
CV,106,500
RJ,107,500
EO,108,500
ON,109,500
FQ,110,500
FY,111,500
IC,112,500
VP,113,500
FH,114,500
VE,115,500
MG,116,500
LX,117,500
PJ,118,500
RZ,119,500
YU,120,500
EC,121,500
MT,122,500
TG,123,500
AK,124,500
RD,125,500
WQ,126,500
RC,127,500
RE,128,500
PU,129,500
VM,130,500
NH,131,500
B,132,500
XK,133,500
EX,134,500
QV,135,500
MB,136,500
ET,137,500
QN,138,500
BF,139,500
WL,140,500
FF,141,500
TN,142,500
TU,143,500
QM,144,500
FK,145,500
QT,146,500
LZ,147,500
NI,148,500
VD,149,500
UG,150,500
TG,151,500
OP,152,500
GG,153,500
PC,154,500
FX,155,500
XN,156,500
IU,157,500
QY,158,500
UE,159,500
LB,160,500
KY,161,500
QY,162,500
IP,163,500
HC,164,500
SL,165,500
TL,166,500
WQ,167,500
TC,168,500
TG,169,500
GO,170,500
MI,171,500
RU,172,500
QJ,173,500
LB,174,500
LT,175,500
TI,176,500
DS,177,500
LA,178,500
CU,179,500
YW,180,500
XB,181,500
UB,182,500
RP,183,500
FX,184,500
IR,185,500
IG,186,500
EM,187,500
UG,188,500
WU,189,500
MZ,190,500
TB,191,500
FH,192,500
SB,193,500
ML,194,500
MG,195,500
BS,196,500
FI,197,500
XR,198,500
CY,199,500
FR,200,500
ES,201,500
UL,202,500
MP,203,500
HN,204,500
SU,205,500
XQ,206,500
P,207,500
WG,208,500
TZ,209,500
WR,210,500
QG,211,500
CC,212,500
RJ,213,500
PI,214,500
HX,215,500
SY,216,500
YN,217,500
HD,218,500
IS,219,500
PV,220,500
TQ,221,500
QN,222,500
KB,223,500
WY,224,500
LC,225,500
MP,226,500
M,227,500
IW,228,500
