ABB,0,500
ECB,1,500
SEZ,2,500
DOE,3,500
XSL,4,500
MSL,5,500
CWB,6,500
LLI,7,500
NJL,8,500
KIK,9,500
HEC,10,500
BKD,11,500
DC,12,500
DQF,13,500
SPC,14,500
SL,15,500
BOS,16,500
BFM,17,500
QXD,18,500
OHU,19,500
IUW,20,500
CDQ,21,500
SDQ,22,500
WJS,23,500
GGI,24,500
HHW,25,500
YYM,26,500
WXQ,27,500
WSA,28,500
UAU,29,500
IFT,30,500
WPA,31,500
TUZ,32,500
HCC,33,500
GSZ,34,500
XKA,35,500
XBQ,36,500
WVV,37,500
KKI,38,500
AUK,39,500
NYM,40,500
KG,41,500
LWB,42,500
ADM,43,500
WKU,44,500
AZV,45,500
BAT,46,500
YWE,47,500
VPZ,48,500
NRE,49,500
FXY,50,500
ETZ,51,500
PXQ,52,500
UHP,53,500
JWB,54,500
ASU,55,500
MHX,56,500
BFZ,57,500
ORY,58,500
VJR,59,500
REW,60,500
LAL,61,500
NCE,62,500
FCM,63,500
JEG,64,500
LBU,65,500
MQN,66,500
UAG,67,500
TUD,68,500
GBB,69,500
TRC,70,500
XMK,71,500
LXF,72,500
UZA,73,500
PVT,74,500
JUE,75,500
YUA,76,500
TAC,77,500
KCU,78,500
OLC,79,500
AEJ,80,500
EBB,81,500
GJC,82,500
JXS,83,500
TGR,84,500
IDG,85,500
RWL,86,500
WKS,87,500
KKD,88,500
KVL,89,500
MSJ,90,500
SBW,91,500
EGJ,92,500
KJI,93,500
LF,94,500
QHX,95,500
NHE,96,500
FYV,97,500
PGC,98,500
SXG,99,500
QDK,100,500
EZT,101,500
URE,102,500
SGP,103,500
PBJ,104,500
LQF,105,500
CUX,106,500
RIW,107,500
ENU,108,500
OMN,109,500
FPI,110,500
FXW,111,500
IBX,112,500
VOD,113,500
FGA,114,500
VDK,115,500
MFR,116,500
LWP,117,500
PIL,118,500
RYA,119,500
YTA,120,500
EBL,121,500
MSA,122,500
TFE,123,500
AJZ,124,500
RCW,125,500
WPH,126,500
RBN,127,500
RDE,128,500
PTA,129,500
VLB,130,500
NGU,131,500
AP,132,500
XJD,133,500
EWY,134,500
QUQ,135,500
MAZ,136,500
ESW,137,500
QME,138,500
BEW,139,500
WKU,140,500
FEE,141,500
TMI,142,500
TTL,143,500
QLO,144,500
FJR,145,500
QSA,146,500
LYM,147,500
NHW,148,500
VCH,149,500
UFJ,150,500
TFU,151,500
OOG,152,500
GFM,153,500
PBQ,154,500
FWK,155,500
XMM,156,500
ITP,157,500
QXB,158,500
UDC,159,500
LAX,160,500
KXM,161,500
QXD,162,500
IOC,163,500
HBR,164,500
SKY,165,500
TKH,166,500
WPU,167,500
TBB,168,500
TFI,169,500
GNL,170,500
MHE,171,500
RTT,172,500
QIK,173,500
LAG,174,500
LSD,175,500
THN,176,500
DRU,177,500
KZQ,178,500
CTC,179,500
YVL,180,500
XAU,181,500
UAG,182,500
ROU,183,500
FWD,184,500
IQA,185,500
IFI,186,500
ELY,187,500
UFF,188,500
WTB,189,500
MYW,190,500
TAK,191,500
FGV,192,500
SAD,193,500
MKT,194,500
MFO,195,500
BRP,196,500
FHJ,197,500
XQN,198,500
CXL,199,500
FQO,200,500
ERT,201,500
UKL,202,500
MON,203,500
HMW,204,500
STI,205,500
XPC,206,500
OZ,207,500
WFY,208,500
TYG,209,500
WQO,210,500
QFX,211,500
CBT,212,500
RIC,213,500
PHQ,214,500
HWW,215,500
SXZ,216,500
YMZ,217,500
HCC,218,500
IRA,219,500
PUP,220,500
TPE,221,500
QMN,222,500
KAS,223,500
WXC,224,500
LBI,225,500
MOD,226,500
LO,227,500
IVD,228,500
WGJ,229,500
UTW,230,500
WJM,231,500
KL,232,500
AEI,233,500
BKZ,234,500
DKG,235,500
NXD,236,500
KPD,237,500
PUU,238,500
DCB,239,500
AGN,240,500
WKM,241,500
GYJ,242,500
NAG,243,500
YTQ,244,500
GXI,245,500
IKS,246,500
TXR,247,500
SBK,248,500
MBS,249,500
VQF,250,500
GVY,251,500
LSC,252,500
XEG,253,500
JDK,254,500
SNU,255,500
VHT,256,500
RLD,257,500
BAT,258,500
FEP,259,500
SQZ,260,500
LJA,261,500
BRY,262,500
MVY,263,500
VVH,264,500
HPM,265,500
BRX,266,500
RAY,267,500
BUM,268,500
FRA,269,500
SCH,270,500
UOL,271,500
WPV,272,500
LBP,273,500
QQF,274,500
ARX,275,500
AJU,276,500
USW,277,500
DTY,278,500
GCR,279,500
YWW,280,500
BV,281,500
DRG,282,500
VT,283,500
ALZ,284,500
VWS,285,500
YJC,286,500
XMK,287,500
WMY,288,500
VOH,289,500
RSM,290,500
YGU,291,500
LMT,292,500
BFE,293,500
IYI,294,500
IVV,295,500
IPZ,296,500
JSF,297,500
XJE,298,500
IC,299,500
KQA,300,500
XIL,301,500
JWK,302,500
AUX,303,500
UCJ,304,500
KZL,305,500
DCA,306,500
YBI,307,500
JEV,308,500
YKN,309,500
APA,310,500
VUK,311,500
CSH,312,500
EOU,313,500
FPU,314,500
YUA,315,500
REV,316,500
KEP,317,500
KL,318,500
GQV,319,500
CHM,320,500
ABS,321,500
VRK,322,500
XEV,323,500
WTL,324,500
NTR,325,500
NLL,326,500
ALI,327,500
KVF,328,500
AHM,329,500
BWA,330,500
IQR,331,500
QTK,332,500
LQP,333,500
HWY,334,500
KIO,335,500
MPV,336,500
AKP,337,500
UXN,338,500
WFK,339,500
YXC,340,500
AA,341,500
ULT,342,500
PQQ,343,500
YDR,344,500
CJQ,345,500
QQL,346,500
DXM,347,500
BUM,348,500
TDF,349,500
TAX,350,500
AFW,351,500
GAN,352,500
MJG,353,500
GEL,354,500
PJX,355,500
EZF,356,500
XJD,357,500
GTV,358,500
EED,359,500
DLD,360,500
DYL,361,500
QJY,362,500
EHF,363,500
DFA,364,500
TDM,365,500
PSS,366,500
LIS,367,500
LFU,368,500
BIM,369,500
KAL,370,500
HFP,371,500
ISJ,372,500
CTB,373,500
IFC,374,500
DMU,375,500
CTY,376,500
MKY,377,500
BKQ,378,500
KZE,379,500
CHG,380,500
EXW,381,500
JKA,382,500
ROZ,383,500
SPJ,384,500
FG,385,500
NYG,386,500
BUK,387,500
ISE,388,500
WLA,389,500
FYJ,390,500
JFP,391,500
UZW,392,500
TXK,393,500
XFF,394,500
FX,395,500
EDE,396,500
MBU,397,500
BWB,398,500
IHF,399,500
NSV,400,500
FSD,401,500
TIR,402,500
OG,403,500
HHP,404,500
QVI,405,500
VIG,406,500
BYK,407,500
PBL,408,500
FFL,409,500
FJT,410,500
JYV,411,500
XIX,412,500
FZ,413,500
WDS,414,500
XZW,415,500
PNP,416,500
DCA,417,500
UEL,418,500
PWR,419,500
QHL,420,500
MRC,421,500
PZH,422,500
YUT,423,500
NUW,424,500
XMR,425,500
NBO,426,500
MQZ,427,500
SHJ,428,500
WCY,429,500
XOJ,430,500
XVG,431,500
VVC,432,500
ICO,433,500
STQ,434,500
TYR,435,500
NXM,436,500
AVK,437,500
UXY,438,500
LMO,439,500
CED,440,500
QVA,441,500
SLG,442,500
FHW,443,500
HHG,444,500
UKM,445,500
TDL,446,500
CCP,447,500
HFJ,448,500
FZH,449,500
MOL,450,500
RTE,451,500
CZK,452,500
JNX,453,500
IQO,454,500
RH,455,500
LYY,456,500
DZM,457,500
GNZ,458,500
OAF,459,500
OQS,460,500
XKS,461,500
JJZ,462,500
QXU,463,500
BTQ,464,500
BZP,465,500
RBD,466,500
KTK,467,500
TFM,468,500
YHY,469,500
FJM,470,500
JEQ,471,500
GAZ,472,500
LGL,473,500
KFK,474,500
OEH,475,500
QPB,476,500
AQO,477,500
HQK,478,500
DHB,479,500
DRT,480,500
SQE,481,500
OSI,482,500
IWS,483,500
OFJ,484,500
CRQ,485,500
LUU,486,500
LEI,487,500
GRE,488,500
DHN,489,500
ITS,490,500
UDE,491,500
TND,492,500
AGW,493,500
VYX,494,500
MFU,495,500
Z,496,500
LBL,497,500
UDY,498,500
HBD,499,500
BGH,500,500
YRO,501,500
PCZ,502,500
BOS,503,500
EWX,504,500
UAS,505,500
GJE,506,500
IJI,507,500
UKY,508,500
QE,509,500
QKK,510,500
TEI,511,500
EN,512,500
BLB,513,500
XLQ,514,500
OAB,515,500
BXB,516,500
QRT,517,500
CUH,518,500
KMV,519,500
XTX,520,500
JTE,521,500
NVF,522,500
EFF,523,500
RTP,524,500
XAR,525,500
LWO,526,500
SGY,527,500
PNH,528,500
QKV,529,500
GJP,530,500
QGA,531,500
RYK,532,500
EES,533,500
JMC,534,500
NIO,535,500
CZS,536,500
GCD,537,500
GCD,538,500
VBF,539,500
LNH,540,500
OHS,541,500
ECE,542,500
UEF,543,500
PAB,544,500
FBO,545,500
EGA,546,500
RGR,547,500
ATH,548,500
OWS,549,500
JKQ,550,500
AAC,551,500
OCN,552,500
LJW,553,500
KFP,554,500
LTT,555,500
XQH,556,500
TRU,557,500
XCO,558,500
YMU,559,500
BFJ,560,500
DFC,561,500
GLZ,562,500
PXM,563,500
IET,564,500
WSG,565,500
FSX,566,500
ODX,567,500
JLC,568,500
MIT,569,500
PDO,570,500
UFH,571,500
KA,572,500
PLJ,573,500
LER,574,500
FFQ,575,500
EL,576,500
XBB,577,500
UPP,578,500
AYS,579,500
LKY,580,500
CLD,581,500
CXX,582,500
ATV,583,500
CMO,584,500
SJB,585,500
PAJ,586,500
SIZ,587,500
POZ,588,500
TFY,589,500
VRH,590,500
MYB,591,500
SLA,592,500
MBN,593,500
UIF,594,500
UWB,595,500
AGQ,596,500
SPP,597,500
QFO,598,500
INS,599,500
AES,600,500
ETH,601,500
