E,0,500
D,1,500
A,2,500
A,3,500
A,4,500
A,5,500
A,6,500
C,7,500
B,8,500
N,9,500
B,10,500
A,11,500
A,12,500
A,13,500
B,14,500
C,15,500
V,16,500
D,17,500
A,18,500
A,19,500
A,20,500
A,21,500
A,22,500
B,23,500
D,24,500
A,25,500
A,26,500
A,27,500
A,28,500
B,29,500
A,30,500
C,31,500
E,32,500
B,33,500
A,34,500
C,35,500
E,36,500
B,37,500
B,38,500
B,39,500
A,40,500
C,41,500
F,42,500
I,43,500
A,44,500
L,45,500
A,46,500
B,47,500
B,48,500
K,49,500
I,50,500
A,51,500
B,52,500
B,53,500
A,54,500
A,55,500
A,56,500
F,57,500
A,58,500
Y,59,500
A,60,500
B,61,500
C,62,500
A,63,500
D,64,500
J,65,500
C,66,500
D,67,500
C,68,500
A,69,500
C,70,500
A,71,500
A,72,500
A,73,500
A,74,500
D,75,500
A,76,500
C,77,500
A,78,500
A,79,500
F,80,500
A,81,500
B,82,500
A,83,500
A,84,500
C,85,500
A,86,500
A,87,500
N,88,500
B,89,500
M,90,500
A,91,500
A,92,500
A,93,500
A,94,500
A,95,500
A,96,500
J,97,500
G,98,500
A,99,500
D,100,500
F,101,500
C,102,500
A,103,500
A,104,500
A,105,500
A,106,500
A,107,500
C,108,500
F,109,500
A,110,500
A,111,500
A,112,500
A,113,500
A,114,500
A,115,500
A,116,500
I,117,500
A,118,500
B,119,500
A,120,500
A,121,500
N,122,500
A,123,500
A,124,500
A,125,500
C,126,500
A,127,500
D,128,500
E,129,500
F,130,500
A,131,500
A,132,500
A,133,500
A,134,500
A,135,500
D,136,500
A,137,500
I,138,500
E,139,500
A,140,500
D,141,500
D,142,500
B,143,500
B,144,500
A,145,500
A,146,500
A,147,500
D,148,500
A,149,500
G,150,500
A,151,500
A,152,500
A,153,500
I,154,500
C,155,500
U,156,500
A,157,500
H,158,500
D,159,500
A,160,500
A,161,500
A,162,500
C,163,500
A,164,500
B,165,500
R,166,500
A,167,500
B,168,500
C,169,500
A,170,500
E,171,500
A,172,500
E,173,500
A,174,500
A,175,500
K,176,500
A,177,500
E,178,500
I,179,500
F,180,500
A,181,500
A,182,500
S,183,500
A,184,500
A,185,500
A,186,500
A,187,500
J,188,500
L,189,500
A,190,500
A,191,500
A,192,500
A,193,500
A,194,500
A,195,500
A,196,500
A,197,500
A,198,500
D,199,500
C,200,500
V,201,500
H,202,500
C,203,500
A,204,500
C,205,500
F,206,500
C,207,500
B,208,500
A,209,500
A,210,500
A,211,500
A,212,500
A,213,500
A,214,500
A,215,500
C,216,500
A,217,500
B,218,500
A,219,500
A,220,500
A,221,500
T,222,500
M,223,500
B,224,500
C,225,500
A,226,500
G,227,500
C,228,500
A,229,500
A,230,500
A,231,500
A,232,500
A,233,500
A,234,500
A,235,500
A,236,500
B,237,500
A,238,500
V,239,500
E,240,500
A,241,500
D,242,500
C,243,500
C,244,500
C,245,500
H,246,500
A,247,500
A,248,500
V,249,500
A,250,500
G,251,500
B,252,500
A,253,500
A,254,500
G,255,500
E,256,500
A,257,500
A,258,500
D,259,500
A,260,500
C,261,500
A,262,500
C,263,500
Z,264,500
B,265,500
E,266,500
V,267,500
C,268,500
A,269,500
X,270,500
A,271,500
F,272,500
C,273,500
L,274,500
B,275,500
A,276,500
K,277,500
L,278,500
B,279,500
A,280,500
E,281,500
K,282,500
J,283,500
B,284,500
B,285,500
A,286,500
A,287,500
A,288,500
M,289,500
A,290,500
B,291,500
A,292,500
L,293,500
